Q8NF67	PF14915;
O75800	PF01753;
O60844	PF01419;
Q8N9L1	PF00096;PF18366;
A8MUV8	PF01352;PF00096;
Q96N22	PF01352;PF00096;
P17019	PF00096;
Q8IWR0	PF00642;
Q9H2Y7	PF00400;
Q9Y5V0	PF04419;
Q96GR4	PF01529;
Q8TAF7	PF01352;PF00096;
Q9UQR1	PF00096;
Q8IUH4	PF12796;PF01529;
Q96PM5	PF05495;PF13639;PF14599;
Q8NDX6	PF00096;
Q9UL58	PF01352;PF02023;PF00096;
Q8NHY6	PF01352;PF00096;
Q01118	PF00520;PF06512;
Q59EK9	PF02759;
Q9Y2D2	PF04142;
L0R6Q1	PF15054;
Q969S0	PF08449;
Q8N1S5	PF02535;
Q96GZ6	PF01769;
Q9BZV2	PF01770;
Q8WUG5	PF00083;
P33763	PF01023;
P82650	PF10245;
Q96FQ6	PF01023;
Q9BWW7	PF00096;
P33764	PF01023;
Q86YT5	PF00939;
Q13275	PF01403;
O43304	PF00650;PF03765;PF04707;
Q8IY34	PF00854;
Q13591	PF01403;PF00090;
Q8IX21	PF14816;
Q9UH03	PF00735;
P0DMW3	PF15118;
Q8WVK7	PF16740;
Q5VZ18	PF00017;
O00241	PF07654;PF07686;
P98077	PF00640;PF00017;
O75533	PF08920;
O15047	PF11764;PF00076;PF00856;
Q9UQ13	PF13855;
Q9NQF3	PF00561;
Q8NBJ9	PF13965;
Q9P0V3	PF07653;PF14604;PF00791;
Q9BXB7	PF15015;
P28370	PF13892;PF09110;PF00271;PF09111;PF00176;
O43278	PF00014;PF00057;PF07502;
O43760	PF01284;
Q8WXA9	PF00076;
Q8NCR6	PF15181;
Q16629	PF00076;
O75908	PF03062;
Q9H0E3	PF16014;
O95238	PF00178;PF02198;
Q13342	PF00439;PF03172;PF01342;
Q13573	PF02731;
Q93045	PF00836;
Q9Y242	PF00498;
P59534	PF05296;
Q9UJZ1	PF01145;PF16200;
O95935	PF00907;
Q9C0D5	PF00023;PF12796;
Q969E4	PF04538;
Q68CZ2	PF08416;PF10409;PF00017;
Q9H5J8	PF15333;
A0A087WVF3	PF00566;
Q14188	PF08781;PF02319;
Q9NQB0	PF08347;PF00505;
Q5VZQ5	PF15115;
Q15583	PF05920;
Q9H7E2	PF08585;PF00567;PF00627;
O60522	PF00567;
Q9BX74	PF05154;
Q9NV64	PF10271;
P35625	PF00965;
Q6ZP80	PF13903;
Q9NR97	PF13855;PF01582;
O43557	PF00229;
Q96GM8	PF04857;PF00642;
Q9NXH9	PF02005;PF00642;
Q5EBN2	PF00643;
P48995	PF00520;PF08344;
Q12933	PF16673;PF00097;PF02176;
O15405	PF00505;
P0DSE2	PF07654;PF07686;
Q6P589	PF05527;
Q9NPD8	PF00179;
A0A1B0GX51	PF07686;
O43657	PF00335;
O95551	PF03372;
Q9P2K2	PF00085;
P25490	PF00096;
C9J2P7	PF04774;PF00443;
Q13404	PF00179;
Q9BXA7	PF00069;
Q9BY10	PF07690;
O95857	PF00335;
Q9H1Z9	PF00335;
Q9NYH9	PF08640;
Q9NYU1	PF18404;PF18400;PF18401;PF18402;PF18403;PF06427;
Q6UWM9	PF00201;
Q9HAH1	PF01352;PF00096;
Q8TBZ8	PF01352;PF00096;
Q6NX49	PF01352;PF00096;
Q8N2G6	PF17180;PF13696;
Q6ZN79	PF01352;PF00096;
Q4V348	PF00096;
Q5SVZ6	PF05699;PF14291;PF06467;
Q3ZCX4	PF01352;PF00096;
Q8IVC4	PF01352;PF00096;
Q7Z340	PF01352;PF00096;
Q8N988	PF01352;PF00096;
Q8TA94	PF01352;PF00096;
Q86UD4	PF00096;
A6NFI3	PF01352;PF00096;
O43296	PF01352;PF00096;
O60315	PF00096;PF05605;
Q2M3X9	PF01352;PF00096;
Q96N20	PF01352;PF00096;
Q969S3	PF12756;PF12171;
Q8N1W2	PF00096;
Q9P2F9	PF00096;
Q86XU0	PF01352;PF00096;
Q8IZN3	PF01529;
Q8N567	PF00098;
Q8N7K0	PF01352;PF00096;
Q9Y473	PF01352;PF00096;
Q5W0Z9	PF01529;
Q96MM3	PF00096;
Q8NB50	PF00096;
Q9H4T2	PF02023;PF00096;
Q8N412	PF07004;
Q8WXH0	PF00307;PF10541;PF00435;
O15056	PF08952;PF03372;PF02383;
Q99576	PF01166;
P59537	PF05296;
Q7Z422	PF12752;PF12901;
Q3YBM2	PF04103;
P20062	PF01122;PF14478;
P17987	PF00118;
Q9UQP3	PF18720;PF00147;PF00041;
Q6IPX3	PF04538;
Q8NA31	PF00249;
Q9Y6J9	PF02969;PF07571;
A6NNZ2	PF00091;PF03953;
Q96MN5	PF08711;
Q86SX3	PF14970;PF14971;
A0A087X1G2	PF00566;
Q6N021	PF12851;
Q3KNT9	PF15203;
P0DJG4	PF14912;
Q08629	PF07648;PF10591;PF00086;
Q9BVV7	PF08294;
Q96EK4	PF05485;
O60858	PF00643;PF13445;
Q8WTV1	PF05485;
P57738	PF15128;
Q9Y5R8	PF04099;
Q9UL62	PF12796;PF00520;PF08344;
A0A0B4J1U4	PF07686;
Q15035	PF08390;PF03798;
Q309B1	PF13765;PF00622;
Q13641	PF13855;PF01463;PF01462;
Q86SZ2	PF04051;
P01848	PF09291;
A0A075B6T8	PF07686;
A0A0B4J277	PF07686;
P0DPF7	PF07686;
Q9BWV7	PF03133;
D6R901	PF04774;PF00443;
Q9UI38	PF00089;
P0CV98	PF00956;
Q9H2G4	PF00956;
Q15695	PF00076;PF00642;
Q8IWF7	PF00179;
Q53H54	PF02475;
O60636	PF00335;
O95399	PF02083;
O95847	PF00153;
P55089	PF00473;
P25874	PF00153;
P0C7P4	PF00355;PF09165;PF02921;
P47985	PF00355;PF09165;PF02921;
Q86UV5	PF00443;
Q9Y3C8	PF08694;
Q13107	PF06337;PF14836;PF00443;
Q9BZV1	PF09409;PF00789;
O95292	PF00635;
P37288	PF00001;PF08983;
Q7Z7G8	PF12624;PF06650;PF16909;
Q86V25	PF14822;
Q3MJ13	PF00400;
P12018	PF07686;
Q9UN37	PF00004;PF17862;PF04212;PF09336;
Q9Y484	PF00400;
Q8NBI6	PF01501;
Q9GZT5	PF00110;
O75191	PF02782;PF00370;
P41221	PF00110;
Q8TEU8	PF07679;PF00014;PF01759;PF00095;
Q6UX68	PF09815;
Q8NEW0	PF01545;
B7Z6K7	PF01352;PF00096;
P0CJ79	PF01352;PF00096;
Q6ZRF7	PF00096;
O96006	PF05699;PF02892;
Q8IZ26	PF01352;PF00096;
O43257	PF04438;
Q03936	PF01352;PF00096;
Q9UC07	PF01352;PF00096;
Q05481	PF01352;PF00096;
Q9BSK1	PF01352;PF00096;
Q96NG5	PF01352;PF00096;
Q9HBT8	PF01352;PF00096;
Q96JL9	PF01352;PF00096;
Q96GC6	PF01352;PF02023;PF00096;
P0C6A0	PF00320;
E7ETH6	PF01352;PF00096;
P0DKX0	PF01352;PF00096;
P52747	PF00096;
Q96NJ3	PF01352;PF00096;
Q5T1R4	PF00096;
Q5JVG2	PF01352;PF00096;
Q8IZC7	PF01352;PF00096;
Q8TF45	PF01352;PF00096;
Q8TCF1	PF01428;
Q9Y5X2	PF00787;
Q496A3	PF15160;
Q8IY92	PF00651;PF09494;
P0DTA3	PF11357;
Q9P2R7	PF08442;PF00549;
Q8WUJ0	PF00782;
Q96L08	PF00084;
P42229	PF00017;PF01017;PF02864;PF02865;
Q8IWZ8	PF01585;PF01805;
Q6ZW31	PF00620;
P14410	PF01055;PF16863;PF00088;
Q9NYV7	PF05296;
Q8N4U5	PF05794;
O43680	PF00010;
Q8IW70	PF14857;
O15178	PF00907;
Q5H9L4	PF04658;
Q8IZS6	PF03645;
P51864	PF09443;
Q92526	PF00118;
Q9H5Q4	PF00398;
Q9BXR0	PF01702;
Q7Z6L1	PF06462;PF06398;
Q17R31	PF01026;
Q9P0N5	PF09799;
Q96HA7	PF12796;PF13516;PF13181;
Q9H6L2	PF10149;
Q16762	PF00581;
Q92973	PF03810;
Q9NS68	PF00020;
Q9NVH6	PF06155;PF02668;
Q63HR2	PF08416;PF10409;PF00017;
Q96B42	PF14770;
Q9NUP7	PF05206;PF11722;PF05253;
P29144	PF00082;PF12580;
O94811	PF05517;
O00220	PF00531;PF00020;
B7Z8K6	PF07654;
P50607	PF01167;PF16322;
O43399	PF04201;
A2A3L6	PF13176;
A0A0B4J2E0	PF07686;
A0A0B4J268	PF07686;
A0A584	PF07686;
P0CB48	PF00505;
A2RUC4	PF13621;
Q9UJK0	PF04034;PF04068;
D6RBM5	PF00443;
A0A1B0GUS4	PF00179;
Q8NG11	PF00335;
Q9UPW8	PF00130;PF00168;PF06292;PF10540;
P11172	PF00215;PF00156;
Q70CQ2	PF00443;
Q8IWV7	PF02617;PF02207;
P35968	PF07679;PF00047;PF07714;PF17988;
Q5JXB2	PF00179;
Q9BXE9	PF03402;
Q6RSH7	PF01847;
P49765	PF00341;
Q502W6	PF15057;PF13768;
Q6UXI7	PF03815;PF00092;
P04004	PF00045;PF01033;
Q9UK41	PF03997;
A6NE52	PF00400;
P78423	PF00048;
Q9Y6I0	PF01585;PF00077;
Q9NRW7	PF00995;
O00755	PF00110;
Q9H6D3	PF09815;
P98170	PF00653;
Q9HCJ6	PF08240;
A8MPS7	PF04794;
P58557	PF02130;
P0CG00	PF02023;PF00096;
Q8N5P1	PF00642;
Q8NBB4	PF02023;
A8MUZ8	PF01352;PF00096;
Q96LW9	PF02023;PF00096;
Q86YE8	PF01352;PF00096;
O00488	PF12171;
Q3ZCT1	PF00096;
Q92610	PF00096;PF16622;
Q5JNZ3	PF01352;PF00096;
Q86YA3	PF13086;PF13087;PF10382;PF06839;
Q6AZW8	PF00096;
Q7L945	PF01352;PF00096;
Q9NV72	PF01352;PF00096;
Q9NS37	PF00170;
Q9UEG4	PF00096;
Q5VV52	PF00096;
Q9Y2D9	PF00096;
Q9NW07	PF00096;
Q9UGR2	PF13181;PF00642;
Q9BY31	PF01352;PF00096;
Q5HYK9	PF01352;PF00096;
P17032	PF01352;PF00096;
Q3SXZ3	PF01352;PF00096;
Q9BX82	PF01352;PF00096;
Q15973	PF01352;PF00096;
Q9UK10	PF01352;PF00096;
Q8N9I0	PF00168;
Q7L3T8	PF03129;PF00587;
P13984	PF02270;PF17683;
Q8N4L1	PF14857;
Q6IEE7	PF16070;PF15706;PF15705;
P48775	PF03301;
Q6ZMB5	PF03619;
Q07654	PF00088;
P22105	PF07974;PF18720;PF00147;PF00041;
P26640	PF08264;PF00043;PF00133;
Q8IYX1	PF00566;
P32780	PF03909;PF08567;
Q96RJ0	PF00001;
Q96RI8	PF00001;
P48643	PF00118;
Q9HCS4	PF08347;PF00505;
Q9GZN2	PF05920;
Q86TI0	PF11830;PF00640;PF00566;
Q5T0J7	PF15079;
Q8NCS4	PF13564;
P50591	PF00229;
Q9NPI0	PF14935;
Q96B49	PF15184;
Q14106	PF07742;PF07145;
P19429	PF00992;PF11636;
Q8WZ04	PF01596;
Q8NFZ5	PF16516;PF12180;
Q14656	PF15100;
Q5T292	PF14986;
P09110	PF02803;PF00108;
Q86X19	PF09799;
P10828	PF00104;PF00105;
Q9NQ86	PF00041;PF00643;PF13445;
Q13049	PF01436;PF13445;
Q9NZQ8	PF00520;PF18139;
P56180	PF00782;PF10409;
O75382	PF00630;PF01436;PF00643;PF13445;
Q6ZMU5	PF13765;PF00622;PF00643;PF13445;
Q96RU8	PF00069;
Q9Y210	PF12796;PF00520;PF08344;
P08582	PF00405;
Q9UJA5	PF04189;
P01737	PF07686;
A0A0B4J248	PF07686;
A0A0C4DH59	PF07686;
Q8NHH1	PF03133;
Q12999	PF00335;
O60635	PF00335;
Q92738	PF00566;
Q96RL1	PF18282;
Q86UX7	PF00373;PF18124;PF00169;
Q9HA47	PF00485;
P55916	PF00153;
Q3SY77	PF00201;
Q8IWX7	PF11701;
Q9Y5T5	PF00443;PF02148;
Q9P0L0	PF00635;
Q9H267	PF00995;
Q8NEY4	PF03223;
Q7Z5H4	PF03402;
Q5VIR6	PF04100;
Q8N3P4	PF12816;
P04275	PF08742;PF01826;PF00092;PF16164;PF00093;PF00094;
Q9Y6I7	PF07525;PF00400;
Q49A33	PF00096;
O95405	PF11979;PF01363;PF11409;
P59817	PF13836;
Q9HA38	PF12171;
Q68DY1	PF01352;PF00096;
Q6ZS27	PF00096;
Q8TD17	PF12417;PF01352;PF00096;
Q8TF68	PF00096;
Q9H7S9	PF12402;
P52743	PF00096;
P52739	PF00651;
P15822	PF00096;
Q9UJL9	PF01352;PF02023;PF00096;
Q6ZMV8	PF01352;PF00096;
Q9UK13	PF01352;PF00096;
Q9H8N7	PF15997;
Q6ZNH5	PF00096;
Q6NZ63	PF01794;
Q9H169	PF00836;
Q86U17	PF00079;
Q9BQS2	PF00168;
Q8NF91	PF00307;PF10541;PF00435;
Q8NBD8	PF06541;
Q9NSD9	PF03483;PF03484;PF18262;PF17759;
P59551	PF05296;
P54274	PF00249;PF08558;
Q15750	PF00481;
Q9P1P4	PF00001;
Q03167	PF00100;
Q96RI9	PF00001;
Q9BQE3	PF00091;PF03953;
Q9Y6A5	PF05010;
Q6ZT07	PF02893;PF00566;
Q96A09	PF07984;
Q9BZK7	PF08513;PF00400;
Q99727	PF00965;
P10636	PF00418;
Q8N2M4	PF07947;
Q8N661	PF07947;
O75888	PF00229;
O14788	PF00229;
Q5U3C3	PF14808;
P48023	PF00229;
Q8IU68	PF07810;
Q13470	PF07714;
Q7Z402	PF07810;
C9JQI7	PF15877;
Q92956	PF00020;
Q96BF3	PF07686;
Q96DA6	PF00226;
Q86WS5	PF00089;
Q7Z410	PF00057;PF00089;
P02787	PF00405;
Q9BUZ4	PF00097;PF02176;
Q8WVP5	PF05527;
Q96NM4	PF00505;
Q8N609	PF08390;PF03798;
P62995	PF00076;
A0A0K0K1C4	PF07686;
Q6P2S7	PF13271;
P17480	PF00505;PF09011;PF14887;
P35442	PF12947;PF07645;PF00090;PF02412;PF05735;PF00093;
P07996	PF00090;PF02412;PF05735;PF00093;
A6NCW7	PF00443;
P0CV99	PF00956;
Q8N427	PF00334;PF00085;
Q01081	PF00076;PF00642;
P98066	PF00431;PF00193;
O60656	PF00201;
P35503	PF00201;
O94874	PF09743;
Q6PFW1	PF00328;PF18086;
Q9H598	PF01490;
O94966	PF04969;PF00443;PF01753;
Q9UI12	PF11698;PF03224;
O95231	PF00046;
Q9Y4E1	PF15255;
Q5SQQ9	PF00046;
Q8NEZ3	PF15911;
P63122	PF01585;PF00077;
Q6GPH4	PF18608;
Q96JC1	PF00780;PF10366;PF10367;
P17861	PF07716;
Q93097	PF00110;
Q658N2	PF00685;PF01822;
Q8TF30	PF15871;PF15920;
P55808	PF12301;
Q6PP77	PF09815;
P07947	PF07714;PF00017;PF00018;
Q6ZSR9	PF15282;
Q6DD87	PF00096;
Q96DT7	PF00651;
P17036	PF01352;PF00096;
O15209	PF00651;
Q96K62	PF00651;PF00096;
A6NK75	PF01352;PF00096;
Q8NHG8	PF13639;
Q96MR9	PF01352;PF00096;
Q96NC0	PF12171;
Q9P0L1	PF01352;PF02023;PF00096;
Q92670	PF01352;PF02023;PF00096;
Q8N7Q3	PF00096;
Q5VZL5	PF12012;PF06467;
Q9H4I2	PF00046;PF11569;PF18387;
Q8N1G0	PF00096;PF16622;
Q96JC4	PF01352;PF00096;
Q9BV97	PF01352;
Q96ME7	PF00096;
Q9NPG8	PF01529;
P55854	PF11976;
Q9UHQ7	PF04538;
Q86TJ2	PF00249;
P59535	PF05296;
Q6PI48	PF02938;PF00152;PF01336;
Q15543	PF02269;
Q96BW9	PF09139;
O95947	PF00907;
Q15545	PF04658;
Q96SF7	PF00907;
Q9BUF5	PF00091;PF03953;
Q9ULP9	PF00566;PF07534;
Q8TBP0	PF00566;
Q9NYW6	PF05296;
Q9UKN8	PF12657;PF12660;
Q9NYW1	PF05296;
Q9BXT5	PF15326;
Q8WUH2	PF00637;PF00780;PF10366;PF10367;
P68363	PF00091;PF03953;
O60602	PF13855;PF01582;
Q9BVW5	PF07962;
Q9H2K2	PF00023;PF12796;PF00644;PF07647;
H0YL14	PF17685;
Q9NWH2	PF07096;
Q6UE05	PF15164;
Q9HAV5	PF00020;
Q02223	PF09257;
Q9H0I9	PF02779;PF02780;PF00456;
Q96HH6	PF01940;
Q6PI78	PF10507;
Q9NQ34	PF05434;
P49788	PF06907;
P62072	PF02953;
Q8IY51	PF04218;PF03184;PF03221;
Q9BZY9	PF00643;
Q9UDY6	PF13765;PF00622;PF00643;
Q6XPS3	PF00782;PF10409;
P09493	PF00261;
Q59H18	PF12796;PF07714;
O14798	PF00020;
Q5GJ75	PF05527;
O14836	PF09305;
O75865	PF04051;
Q5VTQ0	PF10300;PF13181;
Q8N0Z6	PF16669;
Q7Z3V4	PF00632;
Q5TGU0	PF03073;
Q14139	PF04564;PF10408;
Q9Y5U2	PF15264;
Q9BRA2	PF06110;
Q13432	PF05351;
D6RA61	PF04774;PF00443;
P51668	PF00179;
Q96PP4	PF14994;
O14907	PF00595;
Q495M9	PF12796;PF00536;
Q96T88	PF00628;PF02182;PF12148;PF00240;
O00526	PF07353;
Q9P2Y5	PF10186;
Q9Y5K8	PF01813;
Q9HAW8	PF00201;
P57075	PF00300;PF14604;
Q92889	PF02732;
Q9BSR8	PF04893;
Q96EC8	PF04893;
Q6ZQV5	PF01352;
Q6ZMS7	PF12417;PF01352;
Q9HCK0	PF00651;PF00096;
A8MT65	PF01352;PF00096;
P17039	PF01352;PF00096;
Q9UGI0	PF18418;PF02338;PF00641;
Q5D1E8	PF18561;PF11977;PF18039;
Q96SZ4	PF02023;PF00096;
A8MWA4	PF01352;PF00096;
Q86W11	PF02023;PF00096;
Q6ZN55	PF00096;
Q15326	PF00439;PF00855;
Q9ULJ6	PF02891;PF18028;
Q969J2	PF01352;PF02023;PF00096;
Q8NEP9	PF01352;PF00096;
Q8N720	PF00096;
Q14966	PF00076;PF12171;
Q15915	PF00096;PF18366;
O14978	PF01352;PF02023;PF00096;
Q8N3J9	PF00096;
O43361	PF01352;PF00096;
O60281	PF00096;
Q96N77	PF01352;PF00096;
Q53GI3	PF01352;PF02023;PF00096;
Q8TF50	PF00096;
Q8NB42	PF01352;PF00096;
P52742	PF01352;PF00096;
P52740	PF01352;PF00096;
O14771	PF01352;PF02023;PF00096;
Q15714	PF01166;
Q8N3H0	PF12020;
Q9BVV6	PF15324;
P21731	PF00001;
Q9Y4P3	PF00400;
A6NHL2	PF00091;PF03953;
Q5VZI3	PF14800;
Q8WW34	PF15841;
A6NGB7	PF15038;
P43489	PF00020;
Q5VYS8	PF01909;PF03828;PF00098;
Q96ET8	PF05832;
A0A0B4J245	PF07686;
Q92574	PF04388;
O95900	PF01509;
Q9UJ04	PF00956;
A1L167	PF00179;
P51965	PF00179;
Q5T7W7	PF00581;PF12368;PF17773;
P63313	PF01290;
A0A0J9YY54	PF15186;
Q6NVU6	PF07910;
Q9BZX2	PF00485;
Q8IV45	PF00531;PF17217;PF00791;
Q9Y6I4	PF00443;PF02148;
Q70EL4	PF00443;
Q6H3X3	PF00129;
Q92995	PF00627;PF00443;PF02148;PF17807;
P63027	PF00957;
Q9BV40	PF00957;
Q96DN2	PF07645;PF00093;
A2RRH5	PF00400;
Q14191	PF00270;PF01612;PF00271;PF00570;PF14493;PF16124;PF09382;
Q8WWY7	PF00095;
Q8IY57	PF17219;PF00641;
Q8IWU4	PF01545;
O43167	PF00651;PF00096;
Q15942	PF00412;
P24278	PF00651;PF00096;
Q96MX3	PF00096;
A1YPR0	PF00651;PF00096;
Q8TCW7	PF00100;
Q9ULT6	PF13639;PF18212;
Q9P2E3	PF13086;PF13087;
A6NGD5	PF02023;PF00096;
Q8TBC5	PF02023;
Q96NI8	PF01352;PF00096;
Q96SQ5	PF01352;PF00096;
Q2M218	PF01352;PF00096;
Q9NR11	PF01352;PF00096;
Q8NF99	PF02023;PF00096;
P0C7U3	PF01529;
Q96PQ6	PF01352;PF00096;
Q6ZNG0	PF01352;PF00096;
Q8TF32	PF01352;PF00096;
Q9Y462	PF00096;PF04704;
Q8TB69	PF01352;PF00096;
Q8IVQ6	PF01529;
Q9UK12	PF01352;PF00096;
Q8NE65	PF01352;
Q6P280	PF01352;PF00096;
Q6P9A1	PF01352;PF00096;
Q9HCG1	PF01352;PF00096;
Q8N6M9	PF01428;
Q8N966	PF01529;
Q96IQ9	PF15909;
P17010	PF00096;PF04704;
O95201	PF01352;PF00096;
Q5JVG8	PF01352;PF00096;
P22695	PF00675;PF05193;
Q96P65	PF00001;
Q9NYW8	PF01352;PF00096;
P20742	PF00207;PF07703;PF07677;PF01835;PF17791;PF17789;PF07678;
Q8TBN0	PF06428;
P78332	PF01585;PF17780;
Q8IWW6	PF00169;PF00620;PF14604;
Q52LW3	PF00130;PF00620;
Q9H2S5	PF13765;
O75526	PF08081;PF00076;
O75116	PF00069;PF08912;
Q01974	PF01392;PF07679;PF00051;PF07714;
Q5JTH9	PF08161;
Q9NQG5	PF16566;PF04818;
Q9NTN3	PF03151;
Q9H1N7	PF08449;
Q96CM3	PF00849;
Q6YBV0	PF01490;
O75880	PF02630;
Q9NWF4	PF06237;
O15126	PF04144;
P21673	PF00583;
Q9BSG5	PF03024;
P29034	PF01023;
Q9UHW9	PF00324;PF03522;
O75056	PF01034;
Q6XE38	PF01099;
P09683	PF00123;
A0AV02	PF00324;
Q9Y291	PF08293;
Q16586	PF05510;
Q9P0U3	PF02902;
Q9NVA2	PF00735;
Q8IVB4	PF00999;
A6NLE4	PF15466;
Q8N5G0	PF15061;
Q99442	PF03839;
Q6AI14	PF00999;PF16644;
Q6UXD5	PF00431;PF00084;
Q8N196	PF00046;PF16878;
Q9P1W8	PF07654;PF07686;
Q11206	PF00777;
Q15465	PF01085;PF01079;
P84101	PF04419;
Q9NP31	PF00017;
Q96HL8	PF00018;PF04366;
Q76KD6	PF15059;PF15058;
O94813	PF00008;PF12661;PF00054;PF13855;PF01463;PF01462;
Q6ZMC9	PF07686;
Q9BQB4	PF05463;
O15270	PF00155;
Q9NRY2	PF15925;
O43761	PF01284;
Q9H254	PF00307;PF15410;PF00435;
Q99619	PF07525;PF00622;
Q9NWM0	PF01593;
Q8NHU3	PF14360;
O60749	PF00787;PF03700;PF09325;
P61009	PF04573;
P35237	PF00079;
Q6UX34	PF15756;
Q9HBM1	PF08234;
Q86UG4	PF07648;PF03137;
Q6IEG0	PF05253;
Q9P289	PF00069;
O00204	PF00685;
O60284	PF08474;PF01530;
Q92187	PF00777;
Q9UH99	PF07738;PF18580;
Q8TCJ2	PF02516;
Q15046	PF00152;PF01336;
Q16572	PF07690;
P40818	PF00581;PF00443;PF08969;
Q8N8G2	PF07545;
Q8TAA9	PF06638;
O95670	PF03179;
Q15904	PF05827;
Q5TIE3	PF13757;PF13768;
Q5JSH3	PF00400;
Q8N0Z9	PF00047;PF07686;
P58304	PF00046;PF03826;
Q92558	PF02205;
Q7Z7D3	PF07686;
Q86TI4	PF00400;
Q8TAG5	PF07686;
B1ANS9	PF00400;
Q3MIS6	PF01352;PF00096;
Q96K75	PF01352;PF00096;
Q14849	PF10457;PF01852;
O60499	PF05739;PF09177;
P54136	PF03485;PF05746;PF00750;
Q8N3T6	PF16070;PF15706;PF15705;
Q96EM0	PF05544;
Q5JRV8	PF14967;
P29083	PF08271;PF11521;PF02002;
Q9Y2Z4	PF00579;
Q8N7M0	PF03645;
Q96BZ9	PF00566;
P28347	PF01285;PF17725;
Q9C0C2	PF15327;
Q8N394	PF08409;PF00515;PF13181;
Q5SV17	PF15207;
A0A087WTH1	PF04505;
Q07011	PF00020;
A6NFA1	PF01963;
Q5TGY1	PF05277;
Q6ZUK4	PF09772;
Q3ZCQ8	PF03031;
Q96F44	PF13765;PF00622;PF00643;
P57727	PF00057;PF15494;PF00089;
Q6ZUI0	PF12456;
Q96LD4	PF00643;PF13445;
Q96A61	PF00643;
Q9UBN4	PF00520;PF08344;
A6NI03	PF00622;PF00097;
Q969Z4	PF12606;
O75386	PF01167;PF16322;
Q3SXZ7	PF03133;
P17643	PF00264;
Q8NDW8	PF13181;
Q16831	PF01048;
Q9Y4X1	PF00201;
Q9H321	PF15231;
Q9P2U7	PF07690;
Q96LB4	PF03179;
Q2TAL6	PF00093;
Q9Y2B5	PF02204;
Q96IQ7	PF07686;
Q9UPY6	PF02205;
Q86XT2	PF07200;
Q9H270	PF00637;PF12451;
Q6ICG8	PF02893;
Q96G27	PF11669;
Q9Y4E6	PF00400;
Q9NW82	PF00400;
O75351	PF00004;PF17862;PF04212;PF09336;
P63129	PF01585;PF00077;
Q8WWM1	PF05831;
P12956	PF02735;PF03730;PF03731;PF02037;
O75695	PF07986;
A6NCI4	PF13768;
Q9H1F0	PF00095;
Q01831	PF10403;PF10404;PF10405;PF03835;
Q6ZQT7	PF15788;
Q6IQ21	PF00096;
Q6PML9	PF01545;
Q6PK81	PF01352;PF00096;
Q0VGE8	PF01352;PF00096;
Q8NAP3	PF00651;PF00096;
P17017	PF01352;PF00096;
P17038	PF01352;PF00096;
Q96BR9	PF00651;PF00096;
Q12836	PF00088;PF00100;
P51508	PF01352;PF00096;
O60232	PF06677;
Q9Y5A6	PF02023;PF00096;
Q8NF64	PF02891;
Q86XI8	PF17738;
O75290	PF01352;PF00096;
Q8N823	PF01352;PF00096;
Q9NXT0	PF01352;PF00096;
Q9UDW3	PF00642;PF06220;
A2RRD8	PF01352;PF00096;
Q96EF9	PF17826;
Q6PEW1	PF14893;
Q499Z4	PF00096;
Q14202	PF12012;PF06467;
Q6ZMY9	PF01352;PF00096;
Q6FIF0	PF01754;PF01428;
Q9Y6Q3	PF01352;PF00096;
Q8WTR7	PF01352;PF00096;
P15622	PF01352;PF00096;
Q9BRH9	PF01352;PF00096;
Q6ZN57	PF00096;
Q96FJ0	PF01398;PF08969;
E0CX11	PF15054;
P0CG40	PF00096;
Q96RU7	PF00069;
Q9NP99	PF07686;
P02788	PF00405;
P0DSE1	PF09291;PF07686;
Q9BTX3	PF05620;
Q15633	PF00035;
Q7Z392	PF11817;PF12742;
Q9UI30	PF03966;
Q13454	PF04756;
Q5TCY1	PF00069;
P61081	PF00179;
A0A0A6YYK6	PF07686;
A0A075B6V5	PF07686;
A0A075B6T6	PF07686;
A0A0K0K1B3	PF07686;
A0A5B6	PF07686;
P0CG48	PF00240;
P62079	PF00335;
A6PVC2	PF03133;
Q9NNW7	PF07992;PF02852;
Q7Z6J8	PF09814;
Q96PN8	PF00069;
P10074	PF00651;PF00096;
H0UI37	PF00581;
P49815	PF11864;PF02145;PF03542;
Q86TS7	PF15827;
P00749	PF00051;PF00089;
Q9BZM5	PF00129;
P35504	PF00201;
Q04323	PF00627;PF00789;
Q9UK80	PF00443;
Q6ZN44	PF00531;PF07679;PF17217;PF00791;
Q9UMW8	PF00443;
Q9BXU7	PF00443;PF16674;
P09327	PF00626;PF02209;
Q96AX1	PF00995;
O15342	PF05493;
O75348	PF03179;
Q9UKW4	PF00130;PF11971;PF00169;PF00621;PF00017;PF07653;
Q8N2E2	PF00094;
A8K0Z3	PF11945;
Q5VTH9	PF00400;
Q96AJ9	PF05008;
P42768	PF00786;PF00568;PF02205;
P10265	PF01585;PF00077;
P63127	PF01585;PF00077;
Q9BYP7	PF12202;PF00069;
Q9UIA9	PF03810;
Q92536	PF13520;
Q96BV0	PF00096;
Q5CZA5	PF01352;PF00096;
Q5FWF6	PF01352;PF00096;
A8K0R7	PF15961;
Q6ZN06	PF01352;PF00096;
P98168	PF00096;
Q2QGD7	PF00096;
Q86U90	PF01300;
O95218	PF00641;
Q6P9A3	PF01352;PF00096;
Q86XF7	PF00096;
Q9NQZ6	PF10146;
Q8WU90	PF16543;PF18044;
Q8N0Y2	PF02023;PF00096;
